10,house,0,21,18,51.94411629,Battery nr.1,GREEDY --> no --> no
10,house,1,47,50,47.82087397,Battery nr.2,GREEDY --> no --> no
10,house,2,25,31,51.81241388,Battery nr.0,GREEDY --> no --> no
10,house,3,27,38,53.11777253,Battery nr.2,GREEDY --> no --> no
10,house,4,30,13,54.14676516,Battery nr.1,GREEDY --> no --> no
10,house,5,48,4,45.24272018,Battery nr.2,GREEDY --> no --> no
10,house,6,32,18,46.74039375,Battery nr.1,GREEDY --> no --> no
10,house,7,49,15,54.75398768,Battery nr.2,GREEDY --> no --> no
10,house,8,3,9,47.72196575,Battery nr.3,GREEDY --> no --> no
10,house,9,46,40,51.86891316,Battery nr.4,GREEDY --> no --> no
10,house,10,3,25,46.8033198,Battery nr.3,GREEDY --> no --> no
10,house,11,1,32,54.99730646,Battery nr.3,GREEDY --> no --> no
10,house,12,32,3,47.04037014,Battery nr.1,GREEDY --> no --> no
10,house,13,32,49,50.25432556,Battery nr.4,GREEDY --> no --> no
10,house,14,30,14,45.54596912,Battery nr.1,GREEDY --> no --> no
10,house,15,39,34,49.93506537,Battery nr.4,GREEDY --> no --> no
10,house,16,3,24,49.07862835,Battery nr.3,GREEDY --> no --> no
10,house,17,43,45,54.18469088,Battery nr.4,GREEDY --> no --> no
10,house,18,1,28,46.63089313,Battery nr.3,GREEDY --> no --> no
10,house,19,15,0,48.43740503,Battery nr.2,GREEDY --> no --> no
10,house,20,30,32,52.92581641,Battery nr.4,GREEDY --> no --> no
10,house,21,18,10,53.98009231,Battery nr.1,GREEDY --> no --> no
10,house,22,21,46,52.91142802,Battery nr.0,GREEDY --> no --> no
10,house,23,21,33,46.75613739,Battery nr.0,GREEDY --> no --> no
10,house,24,39,42,47.34915773,Battery nr.4,GREEDY --> no --> no
10,house,25,17,21,46.26812357,Battery nr.2,GREEDY --> no --> no
10,house,26,12,21,53.63368373,Battery nr.0,GREEDY --> no --> no
10,house,27,17,34,52.96938435,Battery nr.0,GREEDY --> no --> no
10,house,28,46,39,46.60969509,Battery nr.2,GREEDY --> no --> no
10,house,29,33,35,45.84094791,Battery nr.4,GREEDY --> no --> no
10,house,30,43,41,51.95373609,Battery nr.2,GREEDY --> no --> no
10,house,31,15,36,54.30849405,Battery nr.0,GREEDY --> no --> no
10,house,32,18,24,54.2211502,Battery nr.2,GREEDY --> no --> no
10,house,33,16,37,52.58547404,Battery nr.0,GREEDY --> no --> no
10,house,34,47,35,46.9524009,Battery nr.4,GREEDY --> no --> no
10,house,35,42,4,53.46156177,Battery nr.2,GREEDY --> no --> no
10,house,36,3,33,49.79974209,Battery nr.2,GREEDY --> no --> no
10,house,37,41,24,51.75273225,Battery nr.4,GREEDY --> no --> no
10,house,38,4,48,48.27297674,Battery nr.3,GREEDY --> no --> no
10,house,39,1,45,54.91354462,Battery nr.3,GREEDY --> no --> no
10,house,40,27,10,50.04190502,Battery nr.2,GREEDY --> no --> no
10,house,41,28,48,54.22966024,Battery nr.4,GREEDY --> no --> no
10,house,42,11,23,48.85814641,Battery nr.0,GREEDY --> no --> no
10,house,43,1,48,54.54461427,Battery nr.3,GREEDY --> no --> no
10,house,44,43,29,47.94582721,Battery nr.2,GREEDY --> no --> no
10,house,45,38,3,49.86535747,Battery nr.2,GREEDY --> no --> no
10,house,46,31,24,46.38651333,Battery nr.1,GREEDY --> no --> no
10,house,47,25,29,53.35585729,Battery nr.0,GREEDY --> no --> no
10,house,48,16,19,54.16981224,Battery nr.0,GREEDY --> no --> no
10,house,49,45,31,48.01065715,Battery nr.4,GREEDY --> no --> no
10,house,50,27,11,50.55356632,Battery nr.1,GREEDY --> no --> no
10,house,51,46,48,47.37788381,Battery nr.4,GREEDY --> no --> no
